appid,derived_st,conf_file
TA-Exchange-Mailbox,MSExchange:2010:Topology,inputs.conf
TA-Exchange-HubTransport,MSExchange:2010:Topology,inputs.conf
TA-Exchange-ClientAccess,MSExchange:2010:Topology,inputs.conf
TA-Exchange-Mailbox,MSExchange:2013:AdminAudit,inputs.conf
TA-Exchange-ClientAccess,MSExchange:2013:AdminAudit,inputs.conf
TA-Exchange-Mailbox,MSExchange:2013:Database-Stats,inputs.conf
TA-Exchange-Mailbox,MSExchange:2013:DistributionLists,inputs.conf
TA-Exchange-Mailbox,MSExchange:2013:Folder-Usage,inputs.conf
TA-Exchange-Mailbox,MSExchange:2013:InboxRules,inputs.conf
TA-Exchange-Mailbox,MSExchange:2013:Mailbox-Usage,inputs.conf
TA-Exchange-Mailbox,MSExchange:2013:MailboxAudit,inputs.conf
TA-Exchange-Mailbox,MSExchange:2013:MessageTracking,inputs.conf
TA-Exchange-ClientAccess,MSExchange:2013:RPCClientAccess,inputs.conf
TA-Exchange-ClientAccess,MSExchange:2013:ThrottlingPolicy,inputs.conf
TA-Exchange-Mailbox,MSExchange:2013:Topology,inputs.conf
TA-Exchange-ClientAccess,MSExchange:2013:Topology,inputs.conf
TA-SMTP-Reputation,MSExchange:Reputation,inputs.conf
splunk_app_microsoft_exchange,MSExchange:Reputation,eventtypes.conf
splunk_app_microsoft_exchange,MSExchangeImap4,eventtypes.conf
Splunk_TA_microsoft-sqlserver,mssql:agentlog,inputs.conf
Splunk_TA_microsoft-sqlserver,mssql:errorlog,inputs.conf
Splunk_TA_microsoft-sqlserver,mssql:execution:dm_exec_connections,eventtypes.conf
Splunk_TA_microsoft-sqlserver,mssql:execution:dm_exec_query_stats,eventtypes.conf
Splunk_TA_microsoft-sqlserver,mssql:execution:dm_exec_sessions,eventtypes.conf
Splunk_TA_microsoft-sqlserver,mssql:instance,eventtypes.conf
Splunk_TA_microsoft-sqlserver,mssql:instancestats,eventtypes.conf
Splunk_TA_microsoft-sqlserver,mssql:os:dm_os_performance_counters,eventtypes.conf
Splunk_TA_microsoft-sqlserver,mssql:os:dm_os_sys_info,eventtypes.conf
Splunk_TA_microsoft-sqlserver,mssql:processes,savedsearches.conf
Splunk_TA_microsoft-sqlserver,mssql:table,eventtypes.conf
Splunk_TA_microsoft-sqlserver,mssql:transaction:dm_tran_locks,eventtypes.conf
Splunk_TA_microsoft-sqlserver,mssql:user,eventtypes.conf
splunk_app_microsoft_exchange,MSWindows:*:IIS,eventtypes.conf
TA-Windows-Exchange-IIS,MSWindows:2003:IIS,inputs.conf
TA-Windows-Exchange-IIS,MSWindows:2008R2:IIS,inputs.conf
TA-Windows-Exchange-IIS,MSWindows:2010EWS:IIS,inputs.conf
TA-Windows-Exchange-IIS,MSWindows:2012:IIS,inputs.conf
TA-Windows-Exchange-IIS,MSWindows:2013EWS:IIS,inputs.conf
extreme_networks_basic,mvrp,transforms.conf
extreme_networks_basic,mvrp_ports_counters_event,transforms.conf
TA-mwg,MWGaccess3,eventtypes.conf
SplunkAppForWebAnalytics,My,eventtypes.conf
sec-one_dns,named,transforms.conf
sec-one_dns,named|lookup,savedsearches.conf
sec-one_dns,named|stats,savedsearches.conf
SA-ThreatIntelligence,nbtstat,eventtypes.conf
Splunk_TA_nessus,nessus,inputs.conf
TA-nessus_json,nessus_json,inputs.conf
Splunk_TA_nessus,nessus:plugin,savedsearches.conf
Splunk_TA_nessus,nessus:scan,eventtypes.conf
DA-ESS-ContentUpdate,netbackup_logs,savedsearches.conf
TA-netfilter,netfilter:*,eventtypes.conf
TA-netfilter,netfilter:edgeos,transforms.conf
TA-netfilter,netfilter:ufw,transforms.conf
TA-netfilter,netfilter:unknown,transforms.conf
ixflow_app,netflow,inputs.conf
homemonitor,netgear,transforms.conf
Splunk_TA_nix,netstat,inputs.conf
splunk_app_for_nix,netstat,macros.conf
netwitness,netwitness,inputs.conf
netwitness_admin,netwitness_admin,inputs.conf
TA-stonesoft,network,props.conf
splunk-app-synthetic,network,inputs.conf
network_tools,network_tools_helper_controller,props.conf
TA-nextcloud,nextcloud-serverinfo,inputs.conf
TA-nextcloud,nextcloud-serverstatus,inputs.conf
TA-sophos_rsyslog_receiver,ng_auth_sourcetype,props.conf
TA-sophos_rsyslog_receiver,ng_av_sourcetype,props.conf
TA-sophos_rsyslog_receiver,ng_config_sourcetype,props.conf
TA-sophos_rsyslog_receiver,ng_fw_sourcetype,props.conf
TA-sophos_rsyslog_receiver,ng_fw_sourcetype2,props.conf
TA-sophos_rsyslog_receiver,ng_http_sourcetype,props.conf
TA-sophos_rsyslog_receiver,ng_ips_sourcetype,props.conf
TA-sophos_rsyslog_receiver,ng_ips_sourcetype2,props.conf
TA-sophos_rsyslog_receiver,ng_wifi_sourcetype,props.conf
TA-Niddel_Magnet_Alerts_Add-on,niddel:alert,inputs.conf
TA-simple-nmap,nmap,inputs.conf
TA-nmap,nmap,props.conf
TA-simple-nmap,nmap:metrics,inputs.conf
SA-metricator-for-nmon,nmon_clean,eventtypes.conf
PA-nmon_light,nmon_clean,transforms.conf
nmon,nmon_clean,transforms.conf
metricator-for-nmon,nmon_clean,eventtypes.conf
TA-nmon,nmon_clean,inputs.conf
TA-metricator-hec-for-nmon,nmon_clean,inputs.conf
TA-metricator-for-nmon,nmon_clean,inputs.conf
SA-metricator-for-nmon,nmon_collect,eventtypes.conf
PA-nmon_light,nmon_collect,transforms.conf
nmon,nmon_collect,transforms.conf
metricator-for-nmon,nmon_collect,eventtypes.conf
TA-nmon,nmon_collect,inputs.conf
TA-metricator-hec-for-nmon,nmon_collect,inputs.conf
TA-metricator-for-nmon,nmon_collect,inputs.conf
SA-metricator-for-nmon,nmon_config,transforms.conf
PA-nmon_light,nmon_config,transforms.conf
DA-ITSI-METRICATOR-NMON,nmon_config,savedsearches.conf
nmon,nmon_config,transforms.conf
metricator-for-nmon,nmon_config,macros.conf
TA-nmon,nmon_config,inputs.conf
TA-metricator-hec-for-nmon,nmon_config,transforms.conf
TA-metricator-for-nmon,nmon_config,transforms.conf
SA-metricator-for-nmon,nmon_data,transforms.conf
PA-nmon_light,nmon_data,transforms.conf
DA-ITSI-METRICATOR-NMON,nmon_data,eventtypes.conf
nmon,nmon_data,transforms.conf
metricator-for-nmon,nmon_data,eventtypes.conf
TA-nmon,nmon_data,inputs.conf
TA-metricator-hec-for-nmon,nmon_data,transforms.conf
TA-metricator-for-nmon,nmon_data,transforms.conf
TA-nmon,nmon_data:json:extracted,inputs.conf
TA-nmon,nmon_data:json:extracted and source = perfdata:json:extracted: Index the json data as raw data and extract the fields at search time,props.conf
TA-nmon,nmon_data:json:indexed,inputs.conf
TA-nmon,nmon_data:json:indexed and source = perfdata:json:indexed: Index the json data as json indexed,props.conf
TA-metricator-for-nmon,nmon_metrics_csv,inputs.conf
SA-metricator-for-nmon,nmon_processing,eventtypes.conf
PA-nmon_light,nmon_processing,transforms.conf
nmon,nmon_processing,transforms.conf
metricator-for-nmon,nmon_processing,macros.conf
TA-nmon,nmon_processing,inputs.conf
TA-metricator-hec-for-nmon,nmon_processing,inputs.conf
TA-metricator-for-nmon,nmon_processing,inputs.conf
PA-nmon_light,nmon:fromsyslog,props.conf
nmon,nmon:fromsyslog,props.conf
TA-nmon,nmon:fromsyslog,props.conf
TA-Salesforce_Reports,None,props.conf
phishing,none,inputs.conf
SA-ThreatIntelligence,notable_event_suppression,props.conf
SA-ThreatIntelligence,notable_event_suppression:autoDisable,props.conf
SA-ThreatIntelligence,notable_event_suppression:rest_handler,props.conf
SA-ThreatIntelligence,notable_update_rest_handler,props.conf
SA-ThreatIntelligence,nslookup,eventtypes.conf
network_tools,nslookup_lookup_command,props.conf
network_tools,nslookup_search_command,props.conf
security_getting_started,NTSyslog:Security,transforms.conf
SplunkforBlueCoat,nullPound,props.conf
splunk-app-for-nutanix,nutanix_alerts,savedsearches.conf
splunk-app-for-nutanix,nutanix_arch,savedsearches.conf
splunk-app-for-nutanix,nutanix_cluster,savedsearches.conf
splunk-app-for-nutanix,nutanix_events,savedsearches.conf
splunk-app-for-nutanix,nutanix_health,savedsearches.conf
splunk-app-for-nutanix,nutanix_syslog,transforms.conf
barracuda_splunk,nw_firewall,transforms.conf
barracuda_splunk,nw_firewall|rex,savedsearches.conf
o2router,o2router,inputs.conf
splunk_ta_o365,o365:management:activity,inputs.conf
splunk_ta_o365,o365:service:message,inputs.conf
splunk_ta_o365,o365:service:status,inputs.conf
TA-ObserveIT,observeit,inputs.conf
TA-octopus_deploy,octopus:endpoint,inputs.conf
extreme_networks_basic,odometers,transforms.conf
TA-Okta_Identity_Cloud_for_Splunk,okta,inputs.conf
TA-Okta_Identity_Cloud_for_Splunk,oktaim2:app,savedsearches.conf
TA-Okta_Identity_Cloud_for_Splunk,oktaim2:appUser,savedsearches.conf
TA-Okta_Identity_Cloud_for_Splunk,oktaim2:group,savedsearches.conf
TA-Okta_Identity_Cloud_for_Splunk,oktaim2:groupUser,savedsearches.conf
TA-Okta_Identity_Cloud_for_Splunk,oktaim2:user,savedsearches.conf
omega_core_audit_nt,omega_ca_nt_st,inputs.conf
omega_db_scanner,omega_ds_st,inputs.conf
TA-OMS_Inputs,oms,inputs.conf
Splunk_TA_ontap,ontap:aggr,eventtypes.conf
splunk_app_netapp,ontap:aggr,savedsearches.conf
Splunk_TA_ontap,ontap:disk,eventtypes.conf
splunk_app_netapp,ontap:disk,savedsearches.conf
Splunk_TA_ontap,ontap:lun,eventtypes.conf
Splunk_TA_ontap,ontap:perf,eventtypes.conf
splunk_app_netapp,ontap:perf,savedsearches.conf
Splunk_TA_ontap,ontap:qtree,eventtypes.conf
Splunk_TA_ontap,ontap:quota,eventtypes.conf
Splunk_TA_ontap,ontap:syslog,inputs.conf
splunk_app_netapp,ontap:syslog,savedsearches.conf
Splunk_TA_ontap,ontap:system,eventtypes.conf
Splunk_TA_ontap,ontap:volume,eventtypes.conf
splunk_app_netapp,ontap:volume,savedsearches.conf
Splunk_TA_ontap,ontap:vserver,eventtypes.conf
hurricane_labs_open_port_detection,opd,savedsearches.conf
hurricane_labs_open_port_detection,opd:*,savedsearches.conf
TA-opd,opd:banners,inputs.conf
TA-opd,opd:full,inputs.conf
TA-opd,opd:quick,inputs.conf
TA-opd,opd:versions,inputs.conf
TA-cisco_umbrella,opendns:dnslogs,transforms.conf
TA-cisco_umbrella,opendns:iplogs,transforms.conf
TA-cisco_umbrella,opendns:proxylogs,transforms.conf
DA-ESS-ThreatIntelligence,openioc,props.conf
Splunk_TA_nix,openPorts,inputs.conf
splunk_app_for_nix,openPorts,macros.conf
monitoringopenshift,openshift_host_logs,macros.conf
monitoringopenshift,openshift_logs,macros.conf
monitoringopenshift,openshift_proc_stats,macros.conf
monitoringopenshift,openshift_stats,macros.conf
TA-openweathermap,openweathermap_json,inputs.conf
homemonitor,openwrt,transforms.conf
Splunk_TA_checkpoint-opseclea,opsec,eventtypes.conf
Splunk_TA_checkpoint-opseclea,opsec_sourcetype_anti_malware,props.conf
Splunk_TA_checkpoint-opseclea,opsec_sourcetype_anti_virus,props.conf
Splunk_TA_checkpoint-opseclea,opsec_sourcetype_smartdefense,props.conf
Splunk_TA_checkpoint-opseclea,opsec_sourcetype_threat_emulation,props.conf
Splunk_TA_checkpoint-opseclea,opsec_sourcetype_vpn,props.conf
Splunk_TA_checkpoint-opseclea,opsec:anti_malware,transforms.conf
Splunk_TA_checkpoint-opseclea,opsec:anti_virus,transforms.conf
Splunk_TA_checkpoint-opseclea,opsec:audit,eventtypes.conf
Splunk_TA_checkpoint-opseclea,opsec:smartdefense,transforms.conf
Splunk_TA_checkpoint-opseclea,opsec:threat_emulation,transforms.conf
Splunk_TA_checkpoint-opseclea,opsec:vpn,transforms.conf
Splunk_TA_checkpoint-opseclea,opseclea:log:modinput,props.conf
Splunk_TA_checkpoint-opseclea,opseclea:log:ucc,props.conf
Splunk_TA_checkpoint-opseclea,opseclea:log:util,props.conf
optiv_TA_threat,optiv_sec_rss,inputs.conf
optiv_decept_system,optiv_TA_decept,savedsearches.conf
optiv_TA_decept,optiv_TA_decept,inputs.conf
optiv_TA_threat,optiv_threat_list,inputs.conf
oracleaudit,oracle_syslog,transforms.conf
splunk_app_osquery,osquery_modular_input,props.conf
splunk_app_osquery,osquery_rest_handler,props.conf
ossec,ossec,inputs.conf
ossec,ossec_agent_control,inputs.conf
ossec,ossec_alerts,inputs.conf
ossec,ossec_ar,inputs.conf
ossec,ossec_log,inputs.conf
ossec,ossec_splunk,inputs.conf
ossec,ossec*,eventtypes.conf
PCI,osx_asl,props.conf
PCI,osx_crash_log,props.conf
PCI,osx_crashreporter,props.conf
PCI,osx_daily,props.conf
PCI,osx_install,props.conf
PCI,osx_monthly,props.conf
PCI,osx_secure,props.conf
Splunk_TA_nix,osx_secure,props.conf
PCI,osx_weekly,props.conf
PCI,osx_window_server,props.conf
Splunk_TA_nix,OSX:*,eventtypes.conf
Splunk_TA_nix,OSX:Memory,props.conf
Splunk_TA_nix,OSX:Service,props.conf
Splunk_TA_nix,OSX:SSHDConfig,props.conf
Splunk_TA_nix,OSX:Update,props.conf
Splunk_TA_nix,OSX:Version,props.conf
SA-Utils,outputcheckpoint,props.conf
mobileanalytics,override-sourcetype,props.conf
Splunk_TA_nix,package,inputs.conf
technology_inventory,package,eventtypes.conf
splunk_app_for_nix,package,macros.conf
TA-PagerDuty,pagerduty:api:incidents,inputs.conf
TA-PagerDuty,pagerduty:api:logentries,inputs.conf
Splunk_TA_nix,pam_unix_authentication_failure,props.conf
Splunk_TA_nix,pam_unix_authentication_success,props.conf
TA-themediatrust,pan:traffic,inputs.conf
SplunkForPCAP,pcap:csv,inputs.conf
TA-pci-chkWireless,pci:os:wireless,eventtypes.conf
pdml,pdml,props.conf
TA-Puppet_Enterpirse,pe:aggdetails,inputs.conf
TA-Puppet_Enterpirse,pe:aggdetails:certname,inputs.conf
TA-Puppet_Enterpirse,pe:aggdetails:classes,inputs.conf
TA-Puppet_Enterpirse,pe:events:extdetails,inputs.conf
TA-Puppet_Enterpirse,pe:facts,inputs.conf
TA-Puppet_Enterpirse,pe:nodes,inputs.conf
TA-Puppet_Enterpirse,pe:status,inputs.conf
SA-VMNetAppUtils,per_panel_filtering,props.conf
SA-Utils,per_panel_filtering,props.conf
Splunk_TA_windows,Perfmon:*,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:*,eventtypes.conf
security_getting_started,Perfmon:1,transforms.conf
splunk_app_microsoft_exchange,Perfmon:ActiveSync*,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:ASP_NET,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:ASP_NET_Applications,eventtypes.conf
PeopleSoft,Perfmon:Available,savedsearches.conf
splunk_app_microsoft_exchange,Perfmon:Available_Memory,eventtypes.conf
PeopleSoft,Perfmon:CPU,savedsearches.conf
Splunk_TA_windows,Perfmon:CPU,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:CPU,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:Disk,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:DotNET_CLR_Memory,eventtypes.conf
Splunk_TA_windows,Perfmon:FreeDiskSpace,eventtypes.conf
Splunk_TA_windows,Perfmon:LocalNetwork,eventtypes.conf
Splunk_TA_windows,Perfmon:LogicalDisk,eventtypes.conf
Splunk_TA_windows,Perfmon:Memory,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:Memory,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_ADAccess_Caching*,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_ADAccess_DC*,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_ADAccess_Processes,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Assistants_Per_Assistant,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Assistants_Per_DB,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Availability_Service,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Calendarattendant,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Control_Panel,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Database_Edge_Transport,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Database_Instances*,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Database_NoInstances,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Database*,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Extensibility_Agents,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_FDS_OAB,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_IS_Mailbox,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_IS_Public,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Mail_Submission,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Queue_Lengths,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Replication,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Resourcebooking,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_RpcClientAccess,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Search_Indices,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_SmtpReceive,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_SmtpSend,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Store_Driver,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Store_Interface,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Store_Interface_Total,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchange_Transport_Dumpster,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchangeAB,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchangeAutodiscover,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchangeIS,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchangeIS_Client*,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchangeIS_Mailbox*,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchangePop3,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:MSExchangeWS,eventtypes.conf
Splunk_TA_windows,Perfmon:Network,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:Network_Utilization,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:OWA*,eventtypes.conf
Splunk_TA_windows,Perfmon:Process,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:Process,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:Process_Microsoft.Exchange.Search.ExSearch,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:Process_MSExchangeMailboxAssistants,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:Process_msftesq,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:Processor,eventtypes.conf
Splunk_TA_windows,Perfmon:ProcessorInformation,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:RPC_HTTP_Proxy,eventtypes.conf
Splunk_TA_windows,Perfmon:System,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:TCPv4,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:TCPv6,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:Total_Processor_Time,eventtypes.conf
splunk_app_microsoft_exchange,Perfmon:Web_Service,eventtypes.conf
TemplateForXenDesktop7,PerfmonMk:LogicalDisk,savedsearches.conf
TemplateForXenApp,PerfmonMk:LogicalDisk,savedsearches.conf
TemplateForXenDesktop7,PerfmonMk:Memory,savedsearches.conf
TemplateForXenApp,PerfmonMk:Memory,savedsearches.conf
TemplateForXenDesktop7,PerfmonMk:PageFile,savedsearches.conf
TemplateForXenApp,PerfmonMk:PageFile,savedsearches.conf
TemplateForXenDesktop7,PerfmonMk:Processor,savedsearches.conf
TemplateForXenApp,PerfmonMk:Processor,savedsearches.conf
Splunk_TA_nix,pf,props.conf
SafeNetAT,pfmgr-st,transforms.conf
homemonitor,pfsense,transforms.conf
TA-pfsense_a3sec,pfsense_filterlog,transforms.conf
TA-pfsense_a3sec,pfsense_openvpn,transforms.conf
TA-pfsense_a3sec,pfsense_webui,transforms.conf
TA-phantom-audit,phaudit,inputs.conf
phishing,phishlist,inputs.conf
Pihole,pihole:log,eventtypes.conf
SA-ThreatIntelligence,ping,eventtypes.conf
network_tools,ping_lookup_command,props.conf
network_tools,ping_modular_input,props.conf
network_tools,ping_search_command,props.conf
TA-pinsafe,pinsafe,inputs.conf
piTemp,piTemp,inputs.conf
MLB_stat,players,inputs.conf
TA-rubrik-splunk-add-on,polaris:radaranomalies,inputs.conf
sentinelone_TA,policy,inputs.conf
extreme_networks_basic,policy,transforms.conf
poliwall-dashboard,poliwall,transforms.conf
bandura-dashboard,poliwall,transforms.conf
bandura-dashboard,poliwall_riskinfo,transforms.conf
splunk_app_osquery,populate_osquery_search_command,props.conf
extreme_networks_basic,port_rxerror,transforms.conf
extreme_networks_basic,port_txerror,transforms.conf
extreme_networks_basic,ports,transforms.conf
SA-VMNetAppUtils,postprocess:base_class,props.conf
SA-VMNetAppUtils,postprocess:command,props.conf
SA-VMNetAppUtils,postprocess:rest_handler,props.conf
extreme_networks_basic,power,transforms.conf
extreme_networks_basic,power_controller,transforms.conf
extreme_networks_basic,power_detail,transforms.conf
TA-power-bi-log-integrator,powerbi_logs,inputs.conf
EnergyScan,PowerTMY3Data,inputs.conf
pps,pps_filter_log,savedsearches.conf
TA_pps,pps_filter_log,transforms.conf
pps,pps_mail_log,savedsearches.conf
TA_pps,pps_mail_log,transforms.conf
TA-perception-point-siem-integration,ppsiemlogs,inputs.conf
Prevoty,Prevoty,eventtypes.conf
Prevoty,Prevoty-RASP,eventtypes.conf
Prevoty,Prevoty*,savedsearches.conf
extreme_networks_basic,process,transforms.conf
splunk_app_microsoft_exchange,Procmon:Processor,eventtypes.conf
splunk_app_microsoft_exchange,Procmon:System,eventtypes.conf
monitoringopenshift,prometheus,macros.conf
monitoringkubernetes,prometheus,macros.conf
modinput_prometheus,prometheus:metric,inputs.conf
TA-Proofpoint-TAP,proofpoint_tap_siem,inputs.conf
pps,proofpoint_tap_siem,savedsearches.conf
Splunk_TA_nix,protocol,inputs.conf
splunk_app_for_nix,protocol,macros.conf
Splunk_TA_nix,ps,inputs.conf
maprops,ps,inputs.conf
splunk_app_for_nix,ps,macros.conf
PeopleSoft,psft_appsrv_appsrv,inputs.conf
SplunkforF5Security,psm_ftp_log,transforms.conf
SplunkforF5Security,psm_http_log,transforms.conf
SplunkforF5Security,psm_log,transforms.conf
SplunkforF5Security,psm_smtp_log,transforms.conf
Splunk_TA_pulse_connect_secure,pulse:connectsecure:web,transforms.conf
Splunk_TA_pulse_connect_secure,pulse:connectsecure:welf:web,transforms.conf
SA-VMNetAppUtils,python_modular_input,props.conf
SA-Utils,python_modular_input,props.conf
SA-GreyNoise,python_modular_input,props.conf
website_input,python_modular_input,props.conf
extreme_networks_basic,qosprofile,transforms.conf
TA-QualysCloudPlatform,qualys:hostDetection,eventtypes.conf
TA-QualysCloudPlatform,qualys:pc:policyInfo,eventtypes.conf
TA-QualysCloudPlatform,qualys:pc:postureInfo,eventtypes.conf
TA-QualysCloudPlatform,qualys:wasFindings,savedsearches.conf
homemonitor,quantum,transforms.conf
TA-AWS_SQS_Count,queuelength,inputs.conf
radiostations,radiostations_entry,inputs.conf
radiostations,radiostations_entry|eval,savedsearches.conf
radiostations,radiostations_entry|stats,savedsearches.conf
radiostations,radiostations_entry|timechart,savedsearches.conf
radiostations,radiostations_entry|top,savedsearches.conf
extreme_networks_basic,radius,transforms.conf
radius_auth,radius_auth,props.conf
radius_auth,radius_auth_rest_handler,props.conf
xraysplunk,read_conf_files,inputs.conf
TA-splunk-addon-for-redis-server,redis:info,inputs.conf
TA-redseal,redseal-api,inputs.conf
spl_replay,replay,props.conf
TA-ResolveRA,resolve,eventtypes.conf
SA-ThreatIntelligence,reviewstatuses:rest_handler,props.conf
SA-ThreatIntelligence,reviewstatuses:search_command,props.conf
splunk_app_for_nix,rlog,macros.conf
TA-RL-SQS-Poller,rlsqs:json,inputs.conf
splunk_app_db_connect,rpc,macros.conf
PCI,rpmpkgs,props.conf
rqaware,rq:aware,savedsearches.conf
RSASecurID,rsa_admin,transforms.conf
RSASecurID,rsa_runtime,transforms.conf
RSASecurID,rsa_system,transforms.conf
MLB_stat,RSS_MLB,inputs.conf
youtube,rss_youtube,inputs.conf
hockey,rssfeed,inputs.conf
football,rssfeed,inputs.conf
basketball,rssfeed,inputs.conf
baseball,rssfeed,inputs.conf
traffic,rssfeed,inputs.conf
soccer,rssfeed,inputs.conf
rswaf,rswaf,savedsearches.conf
SplunkForRequestTracker,rt,inputs.conf
TA-rubrik-splunk-add-on,rubrik:clusteriostats,inputs.conf
TA-rubrik-splunk-add-on,rubrik:eventfeed,inputs.conf
TA-rubrik-splunk-add-on,rubrik:runwayremaining,inputs.conf
TA-rubrik-splunk-add-on,rubrik:storagesummary,inputs.conf
TA-ruby-on-rails-5-add-on-for-splunk,ruby_on_rails_5_x,eventtypes.conf
rundeck_app,rundeck_admin_authtokenrefresh,inputs.conf
rundeck_app,rundeck_logs_access,inputs.conf
rundeck_app,rundeck_logs_api,inputs.conf
rundeck_app,rundeck_logs_audit,inputs.conf
rundeck_app,rundeck_logs_executions,inputs.conf
rundeck_app,rundeck_logs_jobs,inputs.conf
rundeck_app,rundeck_logs_main,inputs.conf
rundeck_app,rundeck_logs_options,inputs.conf
rundeck_app,rundeck_logs_service,inputs.conf
rundeck_app,rundeck_logs_storage,inputs.conf
rundeck_app,rundeck_rest_logstorage,inputs.conf
rundeck_app,rundeck_rest_logstorage_incomplete,inputs.conf
rundeck_app,rundeck_rest_project_event_history,inputs.conf
rundeck_app,rundeck_rest_project_executions,inputs.conf
rundeck_app,rundeck_rest_project_jobs,inputs.conf
rundeck_app,rundeck_rest_project_resources,inputs.conf
rundeck_app,rundeck_rest_projects,inputs.conf
rundeck_app,rundeck_rest_sysinfo,inputs.conf
rundeck_app,rundeck_rest_users,inputs.conf
JuniperSA,sa_sourcetyper,props.conf
SA-ldapsearch,SA-ldapsearch,props.conf
SafeNetAT,safenetat:keysecure,inputs.conf
SafeNetAT,safenetat:pfclient,inputs.conf
TA-sailpoint-identitynow-auditevent-add-on,sailpoint_identitynow,inputs.conf
TA-Salesforce_Reports,salesforce:api:report,inputs.conf
ftpstatus_command,sample_addresses,inputs.conf
pingstatus_command,sampleurl,inputs.conf
httpstatus_command,sampleurl,inputs.conf
SecurityBridge_App_for_Splunk,sapsb,eventtypes.conf
PCI,sar,props.conf
TA_sar_daily_report,sar:buffer_activity,transforms.conf
TA_sar_daily_report,sar:cpu_util,transforms.conf
TA_sar_daily_report,sar:disk_activity,transforms.conf
TA_sar_daily_report,sar:file_access,transforms.conf
TA_sar_daily_report,sar:interproc_comm,transforms.conf
TA_sar_daily_report,sar:kernel_mem_alloc,transforms.conf
TA_sar_daily_report,sar:page-in_activity,transforms.conf
TA_sar_daily_report,sar:page-out_and_mem,transforms.conf
TA_sar_daily_report,sar:queue_activity,transforms.conf
TA_sar_daily_report,sar:swap_activity,transforms.conf
TA_sar_daily_report,sar:system_call_stats,transforms.conf
TA_sar_daily_report,sar:system_table_status,transforms.conf
TA_sar_daily_report,sar:terminal_activity,transforms.conf
TA_sar_daily_report,sar:unused_mem,transforms.conf
